Exercice,Branche,Code Produit,Désignation Produit,Sous-Branche,Date Survenance,Règlement
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,26/07/2017,32380.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/10/2015,21674.41
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,18/10/2015,21671.96
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,26/08/2019,32370.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/01/2015,21669.88
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,05/09/2021,21667.04
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/06/2018,21656.14
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,31/05/2023,21655.06
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,31/05/2014,21650.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/10/2021,21649.19
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/04/2013,21648.29
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,24/04/2018,5721.51
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/09/2015,21635.26
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,03/04/2021,32368.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,11/01/2015,21632.5
2019,Risques Industriels,MI,Multirisques Immeubles,Incendie,01/12/2017,21630.43
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,30/05/2016,21630.0
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,30/05/2019,32368.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/10/2022,21624.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/10/2020,21619.87
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/05/2023,21618.08
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,03/04/2021,21617.47
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,20/11/2016,21615.0
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,10/07/2018,5726.4
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,20/12/2016,21615.0
2015,Risques Industriels,MI,Multirisques Immeubles,Incendie,23/03/2015,21614.78
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,16/04/2019,32352.95
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/11/2016,21612.51
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/09/2018,21609.36
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,30/06/2019,32334.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,31/07/2020,21603.01
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/02/2018,21600.34
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,02/03/2020,32330.0
2018,Risques Industriels,MI,Multirisques Immeubles,Incendie,05/02/2018,21600.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/11/2015,21600.0
2016,Risques Industriels,VM,Vol De Marchandise,Risque simple,24/07/2011,5729.41
2015,Risques Industriels,RG,RC Générale,Responsabilité Civile,27/11/2014,32325.78
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,30/03/2021,32300.0
2017,Risques Industriels,VM,Vol De Marchandise,Risque simple,11/12/2017,5731.09
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/09/2021,21600.0
2022,Risques Industriels,BG,Bris De Glaces,Risque simple,12/04/2022,5732.18
2014,Risques Industriels,MI,Multirisques Immeubles,Incendie,21/11/2013,21600.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,30/11/2017,21600.0
2017,Risques Industriels,BG,Bris De Glaces,Risque simple,28/01/2017,5732.37
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/01/2018,21600.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/12/2016,21600.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,25/11/2016,32300.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,29/11/2011,5733.67
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/02/2016,21600.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/06/2015,21600.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/03/2016,21598.29
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,24/01/2019,32300.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/03/2014,21569.42
2016,Risques Industriels,VM,Vol De Marchandise,Risque simple,01/02/2016,5735.53
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,20/12/2013,21567.98
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/08/2013,21567.87
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,05/12/2009,21566.06
2014,Risques Industriels,RG,RC Générale,Responsabilité Civile,31/01/2014,32292.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/05/2015,21566.0
2018,Risques Industriels,MI,Multirisques Immeubles,Incendie,21/12/2017,21556.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,10/02/2021,21550.42
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,22/05/2017,21550.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,17/01/2018,21549.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/11/2021,21545.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/06/2023,21540.63
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,20/08/2014,36000.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,11/10/2017,21538.56
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/01/2011,21531.6
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/07/2018,21528.44
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/12/2015,21523.24
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/12/2013,21522.35
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,13/03/2016,21519.54
2016,Risques Industriels,VM,Vol De Marchandise,Risque simple,21/06/2016,5738.04
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/11/2019,21519.09
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,17/12/2015,21510.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/09/2013,21509.97
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/08/2018,21507.2
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,20/03/2018,32260.0
2014,Risques Industriels,VM,Vol De Marchandise,Risque simple,17/07/2014,5740.78
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,15/03/2015,5741.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/11/2013,21506.77
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,09/09/2018,21505.0
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,17/03/2016,21500.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,13/08/2016,21500.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,17/09/2015,21500.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/04/2012,21500.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/11/2018,21500.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,05/12/2021,21500.0
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,09/05/2018,5742.48
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,19/12/2018,5742.92
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,07/09/2020,21500.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/04/2012,21500.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/07/2017,21494.38
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,13/03/2014,21489.41
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/07/2017,21485.39
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,06/08/2020,21484.01
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/12/2014,21481.11
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,22/02/2022,21479.5
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/08/2022,21474.51
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,06/12/2012,21470.7
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,26/06/2019,32260.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/01/2019,21470.0
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,05/09/2021,21469.34
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/09/2016,21469.19
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,11/07/2019,21467.36
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,25/07/2021,21462.24
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,20/08/2018,5747.94
2015,Risques Industriels,RG,RC Générale,Responsabilité Civile,04/04/2014,32250.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/02/2010,21460.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/11/2016,21458.35
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,03/02/2014,5748.92
2022,Risques Industriels,MP,Multirisques Professionnelles,Risque simple,04/07/2022,5748.93
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/10/2017,21456.09
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,31/01/2015,21452.22
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,31/01/2015,21450.0
2017,Risques Industriels,MH,Multirisques Habitation,Risque simple,20/02/2017,5750.0
2020,Risques Industriels,MI,Multirisques Immeubles,Incendie,13/02/2018,21450.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,10/12/2020,21448.99
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,01/09/2019,21442.71
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,26/03/2022,32250.0
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,13/12/2020,21441.58
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,25/08/2021,21440.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/12/2008,21432.6
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/10/2016,21430.0
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,02/11/2011,5753.34
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/04/2019,21428.5
2016,Risques Industriels,VM,Vol De Marchandise,Risque simple,02/10/2012,5754.23
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/08/2014,21428.48
2023,Risques Industriels,MI,Multirisques Immeubles,Incendie,15/08/2022,21425.0
2018,Risques Industriels,MI,Multirisques Immeubles,Incendie,01/03/2017,21425.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,05/08/2017,21421.01
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/02/2016,21415.6
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/07/2016,21412.61
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,07/07/2023,21408.17
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/10/2014,21408.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/03/2015,21405.97
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/03/2014,21400.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,12/12/2021,32214.62
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,23/03/2022,21400.0
2014,Risques Industriels,RG,RC Générale,Responsabilité Civile,30/04/2014,32207.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/11/2020,21400.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,13/01/2019,21400.0
2020,Risques Industriels,MP,Multirisques Professionnelles,Risque simple,06/01/2018,5759.59
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,03/08/2013,5759.73
2014,Risques Industriels,MP,Multirisques Professionnelles,Risque simple,18/01/2014,5760.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,23/06/2021,21400.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,10/04/2023,32200.0
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,24/09/2019,21400.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/02/2019,21400.0
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,02/01/2019,21397.5
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,26/11/2022,32200.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/08/2020,21396.29
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,24/04/2021,21395.0
2020,Risques Industriels,MH,Multirisques Habitation,Risque simple,16/10/2020,5760.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,17/11/2019,21395.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,13/07/2014,21394.8
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/12/2010,21393.96
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,31/10/2017,21383.23
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,17/11/2020,32187.5
2017,Risques Industriels,PE,Perte D'exploitation,Incendie,14/06/2017,21379.96
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,27/12/2020,21377.93
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/01/2016,21363.59
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/01/2019,21361.27
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,26/03/2013,5763.35
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,13/08/2021,21359.1
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/05/2022,21357.65
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,11/06/2015,21355.79
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/12/2013,21355.54
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,25/10/2016,5764.7
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,13/06/2021,21353.79
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,10/02/2023,21350.06
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,18/03/2013,5765.29
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/01/2014,21350.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/03/2017,21349.03
2022,Risques Industriels,MH,Multirisques Habitation,Risque simple,23/12/2021,35808.5
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/12/2016,21349.03
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/02/2022,21346.64
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,11/09/2018,21343.05
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,16/01/2023,21341.01
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/06/2014,21336.26
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/06/2015,21329.37
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,21/12/2020,21325.21
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/07/2017,21324.64
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,20/02/2022,21321.56
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/05/2019,21320.84
2020,Risques Industriels,MI,Multirisques Immeubles,Incendie,14/03/2018,21314.61
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,01/05/2021,21309.68
2014,Risques Industriels,RG,RC Générale,Responsabilité Civile,07/08/2011,32173.35
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,24/06/2023,21308.94
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,20/06/2019,32151.5
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,30/06/2015,21307.44
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,16/02/2015,5771.39
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,22/05/2021,21305.86
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,28/10/2019,32143.39
2015,Risques Industriels,MP,Multirisques Professionnelles,Risque simple,27/10/2015,5771.56
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,17/11/2012,5771.82
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,31/01/2022,21300.48
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/03/2012,21300.0
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,11/01/2018,21298.98
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/04/2015,21298.22
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/11/2017,21287.5
2016,Risques Industriels,VM,Vol De Marchandise,Risque simple,22/08/2015,5772.71
2021,Risques Industriels,MP,Multirisques Professionnelles,Risque simple,27/10/2020,5773.32
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/01/2018,21283.24
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/07/2014,21282.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,05/06/2017,21280.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/11/2014,21273.8
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/04/2015,21273.19
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,28/12/2018,32130.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/10/2017,21271.99
2014,Risques Industriels,DE,Dégâts Des Eaux,Risque simple,04/02/2014,5774.94
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,23/12/2020,32130.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,05/09/2015,21270.9
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/11/2015,21262.69
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,28/06/2023,21261.71
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,20/05/2021,21259.71
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,10/10/2015,21259.3
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,30/04/2021,21258.86
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/11/2020,21256.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,27/05/2021,32130.0
